	SRR3666998	SRR3666999	SRR3667000	SRR3667001	SRR3667002	SRR3667003	SRR3667004	SRR3667005	SRR3667006	SRR3667007	SRR3667010	SRR3667011	SRR3667012	SRR3667013	SRR3667014	SRR3667015	SRR3667016	SRR3667017	SRR3667018	SRR3667020	SRR3667021	SRR3667022	SRR3667023	SRR3667024	SRR3667025	SRR3667026	SRR3667027	SRR3667028	SRR3667029	SRR3667031	SRR3667032	SRR3667033	SRR3667034	SRR3667035	SRR3667036	SRR3667037	SRR3667038	SRR3667039	SRR3667040	SRR3667042	SRR3667043	SRR3667044	SRR3667045
ASV_0122	547	0	0	0	958	217	589	0	0	0	24	318	0	0	1076	0	45	0	0	0	411	866	519	133	0	0	0	0	1025	0	417	43	50	0	0	1098	95	0	237	837	0	41	65
ASV_0123	274	130	0	0	0	0	260	0	1357	3293	42	182	0	0	77	232	0	0	393	826	19	225	279	0	852	128	0	0	42	89	222	0	0	0	167	52	0	139	157	129	0	0	0
ASV_0124	169	0	2109	1194	123	64	142	0	506	1038	85	159	286	165	175	0	13	0	176	128	57	80	158	0	1023	45	54	50	0	0	194	0	0	74	291	0	0	79	92	109	7	124	562
ASV_0125	123	0	0	15	536	115	299	38	0	1	0	104	0	0	336	0	56	13	7	6	291	337	177	0	4	0	2167	3134	30	0	151	543	603	0	0	0	0	0	118	300	0	0	0
ASV_0126	310	0	0	0	0	0	0	0	0	0	0	197	41	0	115	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	140	3633	4849	0	0	0	0	0	111	58	0	0	0
ASV_0127	566	0	0	0	0	0	367	0	0	0	0	284	0	0	278	0	50	33	0	0	183	415	106	0	0	0	0	0	0	0	260	0	0	0	0	0	0	6263	264	271	0	0	0
ASV_0128	204	333	0	0	23	1448	17	0	368	1040	0	185	0	0	201	0	0	0	140	655	61	0	320	0	0	0	0	0	0	0	277	0	0	0	3707	0	0	0	175	115	0	5	22
ASV_0129	308	0	0	0	0	3175	0	0	0	0	0	142	612	4227	23	0	0	0	0	0	25	55	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	171	132	0	0	0
ASV_0130	260	0	62	75	242	454	418	0	0	0	197	144	85	122	352	0	103	0	877	521	206	639	456	79	199	147	0	0	515	0	232	32	69	9	495	856	121	62	187	613	201	0	0
ASV_0131	223	194	0	0	0	37	975	0	0	0	0	700	0	0	431	0	171	0	0	0	390	702	1266	0	0	0	0	0	1369	0	848	0	25	514	0	114	103	0	85	818	0	0	0
ASV_0132	144	0	0	0	0	185	0	195	0	0	0	110	0	0	0	0	0	0	0	0	0	0	67	0	234	2506	0	0	0	0	200	0	0	0	0	0	0	0	91	129	5071	0	0
ASV_0133	325	264	0	7	0	0	21	0	3	0	0	163	0	0	0	0	21	0	0	0	0	58	78	0	0	0	31	21	0	0	200	0	0	0	0	0	0	0	201	34	0	4109	3306
ASV_0134	378	0	0	0	0	5187	39	0	12	0	0	159	245	2118	36	0	0	0	0	0	45	47	24	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	197	76	0	0	0
ASV_0135	484	365	59	115	9	0	309	0	0	0	404	288	0	0	244	736	57	30	95	79	415	260	209	26	0	0	110	101	90	113	453	0	0	0	226	134	0	2647	374	374	8	22	0
ASV_0136	850	95	38	0	0	0	265	9	2	43	39	618	109	569	271	3965	88	54	16	0	61	217	164	0	43	0	0	0	0	0	603	7	0	56	0	0	0	2	509	124	12	0	0
ASV_0137	397	0	0	0	24	5619	203	0	19	0	0	163	180	1301	112	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	219	0	0	0	0
ASV_0138	789	0	0	0	0	0	97	0	3109	1933	0	624	0	0	218	0	8	0	0	0	83	39	232	0	0	0	0	0	0	0	635	0	0	0	0	0	0	0	478	299	0	0	0
ASV_0139	538	0	166	198	0	0	120	0	3	0	0	279	27	0	212	0	0	0	92	150	14	70	349	0	0	0	0	0	0	465	341	0	0	0	0	0	0	0	258	164	0	530	4446
ASV_0140	180	231	0	0	0	0	313	0	21	159	3167	54	0	0	1000	0	64	0	0	0	249	463	108	0	0	8	366	562	0	766	161	35	0	0	0	0	0	16	53	141	33	39	225
ASV_0141	384	178	11	4	99	461	21	71	2	26	4	282	91	1121	288	2061	132	37	7	0	44	98	126	165	115	539	0	12	107	49	346	0	0	62	0	105	166	150	320	632	10	0	0
ASV_0142	379	0	0	0	0	0	241	0	0	0	0	185	0	52	318	0	61	0	0	0	115	279	76	0	0	0	0	0	0	0	277	0	0	14	0	0	0	5414	221	540	35	0	0
ASV_0143	259	0	15	0	0	0	73	0	1181	1479	0	190	1733	2477	92	0	9	10	0	0	0	66	64	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	138	136	0	0	0
ASV_0144	334	181	0	0	0	0	0	0	0	0	0	296	6430	0	122	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	307	96	0	0	0
ASV_0145	207	0	0	0	266	61	72	0	0	0	0	431	35	26	0	0	0	0	2475	1313	47	92	933	0	893	49	62	108	0	10	296	0	0	0	0	0	0	20	145	144	360	5	0
ASV_0146	68	2268	0	0	0	0	0	0	0	0	0	46	56	5299	90	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	63	0	0	0	0	0	0	0	57	85	0	0	0
ASV_0147	365	387	0	0	99	5200	184	27	16	0	0	211	0	0	0	0	18	18	0	0	64	153	76	0	0	0	0	0	0	0	330	0	0	0	0	0	0	279	385	177	0	0	0
ASV_0148	137	426	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	81	0	0	2020	4942
ASV_0149	293	0	2358	1593	0	12	40	0	0	0	0	94	0	0	248	0	0	0	0	0	49	0	51	0	2301	144	0	0	0	0	85	0	0	0	0	0	0	194	88	144	100	0	0
ASV_0150	90	96	0	0	0	0	201	0	0	0	0	22	0	0	450	0	9	0	0	0	183	117	134	0	0	0	0	0	0	2666	80	0	0	0	3	0	0	0	11	335	3263	0	0
ASV_0151	434	0	0	0	0	0	328	0	0	0	0	248	0	0	159	0	26	0	0	0	99	223	137	0	0	0	0	0	0	0	248	0	0	0	0	0	0	5161	237	249	0	0	0
ASV_0152	299	129	0	0	359	1078	0	0	0	0	0	258	0	0	66	0	0	0	76	1282	0	52	894	0	0	0	0	0	0	0	199	0	0	0	1311	0	0	0	256	133	1144	0	0
ASV_0153	101	88	0	0	0	206	0	387	0	0	0	90	0	0	0	0	0	0	0	110	93	0	36	0	0	499	0	0	0	0	55	56	640	0	0	0	0	0	68	126	4952	0	0
ASV_0154	191	0	0	0	0	0	0	22	0	0	0	202	0	0	116	0	13	0	0	0	0	93	20	0	0	0	0	0	0	0	111	3098	3542	0	0	0	0	0	94	0	0	0	3
ASV_0155	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	11	0	0	0	71	88	0	121	0	0	0	0	0	0	0	0	14	328	6738	0	0
ASV_0156	125	38	0	0	0	0	2135	3160	0	23	0	111	0	24	0	0	340	304	0	10	13	0	443	0	43	31	0	0	10	0	149	30	20	85	95	0	53	0	47	6	25	0	0
ASV_0157	170	0	0	0	64	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	3485	3263	0	46	0	0	0	95	0	0	0	0
ASV_0158	320	0	369	245	0	30	111	0	0	0	529	228	40	21	399	95	50	11	61	45	0	437	150	0	1378	280	0	0	0	91	347	0	0	0	0	0	0	831	260	280	625	10	0
ASV_0159	162	0	0	0	61	0	71	0	0	0	0	265	0	0	0	0	0	0	0	0	75	31	0	0	243	21	52	78	8	0	193	2136	3406	0	0	0	5	0	198	184	0	0	0
ASV_0160	0	0	0	0	5263	1396	269	0	0	0	0	32	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	52	74	0	0	0
ASV_0161	452	163	0	0	0	0	276	0	40	145	1718	260	0	0	196	0	90	0	0	0	378	494	170	0	1581	163	0	0	0	0	281	0	0	14	0	0	0	0	169	572	0	0	0
ASV_0162	106	0	0	0	5189	1392	225	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	44	0	0	0	0
ASV_0163	103	0	1743	1158	49	0	253	0	134	532	0	87	0	217	510	0	0	6	0	0	95	415	118	19	0	0	248	458	286	0	130	0	0	0	0	313	23	143	47	0	0	0	29
ASV_0164	124	0	0	0	0	0	1410	3154	0	22	0	247	22	42	0	0	230	146	0	0	65	0	542	0	67	17	0	0	15	0	189	92	81	24	468	0	0	82	45	0	11	0	0
ASV_0165	152	0	438	357	151	121	566	0	0	0	735	104	0	101	305	42	81	0	192	205	180	254	96	0	130	55	241	143	0	0	105	35	74	0	26	6	0	444	103	449	920	39	223
ASV_0166	338	985	0	0	8	7	556	0	0	0	0	47	136	0	284	0	62	26	29	11	152	6	171	0	0	0	0	65	56	2647	48	0	0	0	574	0	25	43	89	604	0	0	85
ASV_0167	254	1861	103	27	43	0	152	0	0	100	1335	118	52	19	127	7	205	19	23	18	202	194	486	5	40	0	0	8	0	176	270	4	70	125	236	21	27	13	117	187	0	4	383
ASV_0168	217	0	8	0	0	0	360	0	0	16	2088	120	1606	0	275	0	126	0	0	0	325	679	255	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	199	340	0	0	0
ASV_0169	182	46	0	0	0	41	20	0	1223	2081	0	93	0	57	37	0	0	0	0	0	0	0	21	0	0	0	0	0	11	0	123	0	17	0	0	0	0	0	89	95	0	592	2131
ASV_0170	221	3928	0	15	0	0	0	68	4	0	0	84	0	0	0	0	46	18	54	12	128	321	205	0	0	7	0	16	30	95	190	6	0	402	320	19	0	0	142	0	0	0	229
ASV_0171	99	263	0	0	0	0	387	0	0	0	107	59	0	0	320	0	19	0	0	0	163	34	46	58	462	29	0	0	410	0	112	0	0	0	42	611	61	0	82	247	0	617	2281
ASV_0172	493	0	0	0	0	0	164	0	0	0	0	241	0	0	0	0	9	0	0	0	0	0	79	0	4625	276	0	0	0	0	392	0	0	4	0	0	0	0	146	50	0	0	0
ASV_0173	432	335	0	0	0	0	51	0	0	0	0	213	0	0	0	0	43	0	0	0	8	126	87	0	832	3585	0	0	0	0	267	0	0	0	0	0	0	0	311	171	0	0	0
ASV_0174	403	33	44	378	0	0	0	0	0	0	10	211	0	24	151	0	0	0	82	2515	62	284	1225	0	0	0	0	0	0	103	212	0	28	0	93	0	25	0	243	119	24	0	45
ASV_0175	75	0	0	0	0	0	263	0	0	0	0	88	0	0	100	0	118	3	0	0	199	422	219	0	0	0	1828	2340	18	53	223	0	0	0	0	7	0	0	111	245	0	0	0
ASV_0176	245	0	2229	1011	10	141	256	27	0	0	488	86	88	0	265	24	31	0	182	90	41	221	54	0	158	14	192	138	0	0	82	0	0	0	0	0	0	0	59	0	36	49	85
ASV_0177	806	257	0	39	27	20	283	0	29	330	526	365	1236	0	144	409	140	52	0	11	69	99	159	0	0	11	0	11	6	0	237	0	6	0	0	0	0	0	383	585	25	0	0
ASV_0178	529	306	64	0	17	3	35	24	0	41	0	323	91	162	54	3095	91	2	0	0	116	59	129	0	16	2	0	0	0	0	360	31	0	0	202	0	0	0	265	204	19	0	0
ASV_0179	235	646	87	169	40	8	305	148	0	0	852	84	96	23	170	0	24	0	12	0	183	530	223	0	327	10	4	17	14	133	174	0	42	77	519	0	0	0	57	328	605	0	91
ASV_0180	88	257	36	39	0	0	50	0	0	0	0	72	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	65	68	0	1664	3555
ASV_0181	238	0	0	0	61	323	568	0	0	0	0	92	0	0	539	0	109	0	0	11	233	670	183	45	0	0	0	0	938	0	180	0	0	105	0	812	35	0	62	872	0	0	0
ASV_0182	197	0	68	65	110	353	85	49	207	34	0	265	0	0	170	0	207	276	0	69	0	184	334	95	0	0	0	0	106	697	256	0	0	0	0	0	94	1293	176	155	103	66	144
ASV_0183	273	0	0	0	0	0	370	0	565	1135	0	146	0	0	55	0	64	0	0	0	258	275	216	9	0	0	628	683	172	0	181	0	0	0	0	263	51	12	157	244	0	0	0
ASV_0184	126	68	17	6	155	163	100	0	37	135	129	159	0	0	103	0	755	562	32	27	0	145	243	8	119	30	9	10	38	0	286	32	11	0	1698	88	0	29	122	159	143	0	0
ASV_0185	148	0	0	0	0	0	100	0	0	0	0	74	0	0	0	0	0	0	2803	1285	70	49	592	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	104	357	0	0	0
ASV_0186	451	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	251	112	0	199	3977	0	0	0	0	228	0	0	0	0	0	0	0	202	45	0	0	0
ASV_0187	147	0	0	0	8	7	64	0	0	0	241	119	0	0	87	0	17	0	7	0	86	63	57	0	2425	233	0	0	0	0	170	0	0	0	1707	0	0	0	67	89	0	0	0
ASV_0188	433	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	138	50	0	3873	346	0	0	0	0	295	0	0	0	0	0	0	0	197	0	0	0	0
ASV_0189	151	1634	56	77	45	0	223	0	6	13	849	55	46	0	148	0	36	34	33	7	75	350	141	0	257	0	0	0	0	177	100	52	50	81	136	0	5	0	71	507	26	0	14
ASV_0190	131	3576	41	0	35	0	0	12	0	58	99	40	96	10	77	5	0	31	34	20	34	0	53	4	11	0	0	10	13	96	43	0	29	131	438	5	0	0	19	221	0	0	61
ASV_0191	521	0	0	0	0	0	0	12	0	16	0	251	124	1205	87	2224	19	0	0	0	52	46	42	0	0	0	0	0	0	0	280	11	0	21	0	0	0	4	222	267	28	0	0
ASV_0192	121	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	77	266	56	162	192	0	0	0	17	11	0	0	135	2680	1219	0	0	0	0	0	93	102	220	0	0
ASV_0193	117	0	659	556	547	201	303	7	0	0	0	55	0	0	231	0	40	0	0	0	76	188	126	56	0	0	31	0	372	0	112	0	0	0	0	433	99	17	84	320	714	23	0
ASV_0194	70	0	0	0	0	0	305	0	0	0	0	18	0	0	502	0	69	0	0	0	112	34	78	0	0	0	0	0	0	3626	85	0	0	0	0	0	0	0	0	302	0	0	0
ASV_0195	150	0	0	0	0	0	138	27	0	0	0	56	0	0	368	0	50	0	0	0	248	176	90	0	0	0	1027	2485	21	0	74	0	0	14	0	8	0	0	65	200	0	0	0
ASV_0196	59	0	0	0	0	0	149	20	0	0	0	53	0	0	253	0	56	0	0	0	111	494	171	0	0	0	1312	1962	0	0	168	0	0	0	0	0	0	0	58	290	0	0	0
ASV_0197	276	0	0	0	0	0	295	0	0	0	0	61	0	0	691	0	47	0	0	0	163	379	225	0	0	0	1520	972	9	0	209	0	0	0	0	0	0	0	87	216	0	0	0
ASV_0198	68	315	0	0	13	1	0	0	0	0	214	22	0	53	36	0	396	300	132	46	110	223	99	15	0	0	0	33	126	137	49	0	0	0	1274	224	15	1	35	156	537	91	429
ASV_0199	101	0	0	0	0	0	0	0	0	0	0	76	0	0	37	0	0	0	1563	887	32	0	285	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	83	87	0	600	1254
ASV_0200	153	0	0	0	0	0	58	0	445	1237	327	67	31	0	263	3	11	4	455	347	65	37	105	0	0	0	17	10	0	1125	100	0	0	0	0	0	0	16	81	110	0	0	0
ASV_0201	384	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	51	52	99	0	3387	325	0	0	0	64	249	0	0	0	0	0	0	0	173	77	0	0	0
ASV_0202	163	0	1479	1087	0	10	23	27	0	0	105	118	26	97	0	0	0	0	33	72	0	25	131	0	672	107	93	50	38	0	114	87	179	0	0	12	0	0	97	0	120	0	47
ASV_0203	91	126	1220	988	0	0	153	0	0	29	388	51	860	692	0	0	16	4	0	0	26	145	25	0	0	0	15	12	0	0	43	0	0	0	0	4	0	0	0	0	0	0	96
ASV_0204	53	0	1414	1020	0	0	59	0	0	0	0	0	305	0	127	0	0	0	0	0	79	93	33	29	0	0	0	0	188	0	27	0	55	0	0	354	18	0	0	60	994	0	0
ASV_0205	77	1873	82	43	0	15	162	56	0	81	490	77	193	69	289	0	16	19	73	0	71	62	61	5	59	9	0	13	0	69	58	12	63	442	225	15	0	9	44	1	15	0	53
ASV_0206	61	341	29	113	33	7	571	11	7	0	1262	66	139	0	303	0	30	7	0	0	187	384	274	6	72	0	0	3	8	105	136	0	24	50	163	0	5	7	43	283	65	0	74
ASV_0207	117	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	9	0	2458	1066	60	110	508	0	0	0	25	0	0	0	112	0	0	0	0	0	0	0	84	158	0	0	0
ASV_0208	81	0	0	0	0	459	151	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	37	0	0	737	0	0	0	0	51	88	384	0	0	0	0	20	38	122	2547	0	0
ASV_0209	148	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	38	1956	2269	0	0	0	0	0	43	129	0	0	0
ASV_0210	135	0	0	0	0	0	0	0	0	0	0	58	67	4351	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	33	0	0	0	0
ASV_0211	298	0	0	0	33	3079	0	0	0	0	0	246	0	0	0	0	48	145	0	0	0	106	25	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	202	159	0	0	0
ASV_0212	0	0	0	0	0	0	1086	3346	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	58	93	0	0	0	0	0	10	0	6	6	9
ASV_0213	105	1127	0	0	0	0	759	0	0	0	0	48	0	0	113	0	98	33	16	0	79	67	187	6	0	0	0	30	43	1242	106	0	0	115	0	5	34	83	43	261	0	0	0
ASV_0214	135	0	0	0	0	0	0	0	0	0	0	150	0	0	92	0	0	0	2417	1046	62	0	451	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	90	49	0	0	0
ASV_0215	117	0	299	332	178	110	25	0	308	404	51	108	64	0	105	0	132	84	0	0	101	99	116	0	23	7	23	21	175	100	108	13	6	216	259	38	0	195	125	364	263	7	0
ASV_0216	300	0	0	0	0	0	0	0	0	0	0	241	0	0	224	0	0	0	0	0	63	0	151	0	2899	274	0	0	0	0	200	0	0	0	0	0	0	0	200	0	0	0	0
ASV_0217	86	2194	56	7	0	3	243	0	0	0	501	22	189	53	66	6	36	54	67	0	67	179	46	0	0	0	0	0	0	195	71	0	29	149	26	0	18	0	36	22	0	4	28
ASV_0218	117	0	35	32	0	149	129	0	0	0	0	99	0	0	0	0	0	0	0	0	103	0	32	0	13	89	0	0	0	0	160	0	0	0	0	0	0	0	113	0	0	986	2352
ASV_0219	229	0	0	0	0	0	0	0	583	2601	0	135	0	0	101	0	8	0	0	0	0	266	27	0	0	0	0	3	0	0	157	0	0	0	0	0	0	0	129	161	0	0	0
ASV_0220	213	384	0	0	0	0	0	0	0	0	0	166	0	0	46	0	0	0	325	1991	0	0	959	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	138	41	0	0	0
ASV_0221	164	0	0	0	0	9	0	0	0	33	0	161	0	0	0	0	0	0	130	65	0	62	87	0	1058	87	0	0	0	0	124	795	802	0	0	0	12	0	114	63	80	108	422
ASV_0222	123	0	117	193	108	78	0	0	0	0	120	63	0	20	43	0	1020	948	281	136	17	75	71	0	0	0	55	66	2	0	62	0	0	0	285	10	0	34	55	155	201	0	0
ASV_0223	191	0	161	66	0	0	255	0	428	1630	0	122	0	0	203	0	9	0	164	49	113	155	69	8	0	0	0	0	118	0	169	0	0	0	0	141	3	0	116	16	130	0	0
ASV_0224	220	0	0	0	0	5	0	0	4	31	0	129	38	60	0	0	1357	1602	9	0	51	88	30	0	156	13	3	0	0	0	70	7	0	0	224	0	0	10	78	124	0	0	0
ASV_0225	233	0	85	75	3	19	42	0	3	0	0	212	0	0	0	0	0	0	0	0	0	0	22	0	2985	196	11	15	0	0	135	0	0	0	0	3	0	0	141	90	34	0	0
ASV_0226	64	0	2317	1527	0	0	0	0	0	0	0	0	0	232	66	0	0	0	0	0	15	0	16	0	0	0	10	30	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
ASV_0227	0	0	1865	1940	0	2	0	56	0	0	0	3	0	0	31	0	0	0	0	0	0	0	48	0	0	0	95	217	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0
ASV_0228	80	0	729	779	0	19	0	0	0	0	226	100	58	29	119	0	538	135	0	17	47	0	94	0	363	54	164	124	6	0	152	0	0	0	40	0	0	0	49	212	77	2	44
ASV_0229	134	311	0	0	0	0	0	43	0	0	0	88	0	0	0	468	35	0	0	0	0	98	36	0	44	132	0	0	0	0	128	0	0	183	2333	0	0	0	59	125	0	0	29
ASV_0230	143	0	0	0	0	0	0	0	0	0	0	59	1134	1204	98	0	61	0	0	0	0	159	158	0	0	0	409	404	0	0	225	0	0	0	0	0	0	25	45	71	0	0	0
ASV_0231	348	0	0	0	22	305	75	0	0	0	0	333	40	63	0	904	40	0	0	0	13	128	74	131	32	444	0	0	48	0	356	0	0	0	0	81	199	25	258	274	0	0	0
ASV_0232	127	0	0	0	0	0	422	0	0	0	1257	111	762	0	217	0	175	0	0	0	162	212	271	0	0	5	0	0	0	0	62	0	0	0	0	0	0	0	64	344	0	0	0
ASV_0233	32	3335	16	0	0	15	46	0	11	143	0	31	77	223	0	104	11	0	0	0	0	0	25	0	0	0	0	0	0	0	36	0	38	0	0	0	0	3	31	0	0	0	0
ASV_0234	161	0	15	51	0	0	0	0	1338	1774	0	126	0	0	131	0	15	12	0	0	42	0	80	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	127	103	0	0	0
ASV_0235	134	0	701	429	0	0	99	0	0	0	0	39	0	0	41	0	0	0	296	231	0	72	20	0	1710	71	0	0	0	0	61	0	0	0	146	0	0	0	32	42	0	0	0
ASV_0236	90	0	0	0	0	0	0	0	0	0	0	63	0	0	137	0	0	0	0	0	41	0	39	0	3447	107	0	0	0	0	87	0	0	0	0	0	0	0	51	58	0	0	0
ASV_0237	219	0	0	0	0	0	437	0	0	0	0	25	0	0	302	0	31	0	0	0	108	561	246	49	0	0	52	90	554	0	122	0	0	0	0	751	71	21	55	397	0	0	0
ASV_0238	54	0	775	530	42	92	0	0	0	0	259	45	0	23	70	9	16	0	0	0	0	158	0	0	160	0	103	44	0	36	50	667	392	0	0	0	0	101	21	110	330	0	0
ASV_0239	159	0	282	402	139	206	50	0	0	0	0	69	0	0	74	0	0	0	216	353	48	20	266	0	620	362	138	225	0	0	45	0	0	0	0	0	0	234	103	70	0	0	0
ASV_0240	266	0	87	26	0	10	76	0	0	0	0	59	73	69	163	0	0	0	1059	742	27	0	379	0	0	0	0	0	49	0	88	0	0	0	647	51	0	0	79	83	0	0	0
ASV_0241	264	0	0	0	0	0	0	0	0	0	0	74	3357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	177	0	0	0	0
ASV_0242	200	0	0	0	0	0	210	0	0	0	918	82	0	88	127	0	43	0	0	0	158	231	198	8	566	42	12	0	67	0	111	0	0	0	415	89	0	67	92	137	0	33	112
ASV_0243	108	0	0	0	0	0	0	97	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	1825	1752	0	0	0	0	0	53	0	0	0	0
ASV_0244	199	0	0	0	0	0	85	0	0	0	0	88	0	0	532	0	82	0	0	0	139	333	138	53	70	351	0	0	559	0	126	0	0	0	0	861	52	0	56	233	0	8	0
ASV_0245	92	0	1284	919	10	0	0	0	0	0	0	59	0	0	0	0	0	0	99	93	0	33	94	0	795	56	0	0	0	0	80	0	0	0	0	0	0	0	55	0	182	45	0
ASV_0246	251	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	45	36	0	242	2782	0	0	0	0	130	0	0	0	0	0	0	0	98	135	0	0	0
ASV_0247	319	0	0	0	0	0	48	0	0	0	0	120	0	0	0	0	0	0	848	765	0	82	499	0	68	6	0	0	0	0	169	0	0	0	0	0	0	0	101	134	0	105	564
ASV_0248	48	0	0	0	0	0	134	0	0	0	0	50	56	63	5	0	29	0	72	60	134	116	48	0	0	0	330	117	19	0	149	1646	549	11	0	0	0	0	64	81	0	0	0
ASV_0249	12	487	1847	1181	0	1	43	0	0	0	48	8	0	0	0	0	0	0	0	0	0	0	15	10	0	0	0	30	8	0	11	44	0	0	0	0	0	0	2	0	0	0	0
ASV_0250	133	0	117	100	9	12	418	5	13	0	948	24	57	0	146	0	158	74	39	14	161	132	133	0	15	5	0	0	0	0	88	159	228	48	384	0	0	0	39	47	0	11	0
ASV_0251	267	0	0	0	0	5	78	0	0	0	0	155	0	0	46	560	32	29	11	0	74	0	53	0	264	1661	0	0	0	0	248	0	0	0	0	0	0	0	177	48	0	0	0
ASV_0252	204	0	0	0	193	433	205	0	0	0	0	135	0	0	102	0	0	0	0	0	44	0	10	0	1995	33	2	0	0	0	133	0	0	0	0	0	0	0	80	139	0	0	0
ASV_0253	96	0	0	0	0	0	183	0	0	0	0	90	0	0	458	0	96	0	0	0	174	239	167	0	0	0	1055	547	7	3	192	0	0	0	0	0	0	0	102	281	0	0	0
ASV_0254	71	0	0	0	154	84	67	18	0	0	0	34	0	0	107	0	0	0	825	364	45	0	127	9	0	0	139	237	65	0	55	0	0	267	195	78	15	0	26	120	0	125	440
ASV_0255	96	0	1262	1084	11	6	0	0	0	0	95	51	0	0	59	0	24	0	41	36	0	81	40	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	85	98	0	126	309
ASV_0256	0	0	2306	1205	14	14	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV_0257	122	0	0	0	0	0	64	0	0	0	0	34	0	0	170	0	24	0	0	0	92	339	45	0	0	0	839	1606	0	49	64	0	0	0	0	0	0	0	28	148	0	0	0
ASV_0258	253	0	0	0	239	135	90	0	0	0	73	137	0	0	0	0	0	0	364	384	73	9	313	0	1094	172	0	0	0	0	96	0	0	0	0	0	4	0	135	38	0	0	0
ASV_0259	294	0	0	0	0	0	78	0	0	0	26	137	0	0	0	0	0	0	20	0	62	32	68	0	2327	197	0	0	0	0	124	0	0	0	0	0	0	0	133	75	0	0	0
ASV_0260	176	0	0	0	0	251	0	0	0	0	0	90	0	0	94	0	0	0	0	0	0	50	0	0	148	2472	0	0	0	0	73	0	0	0	0	0	0	0	103	103	0	0	0
ASV_0261	74	0	0	0	0	0	82	0	0	0	0	87	86	3165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	37	0	0	0	0
ASV_0262	113	1593	0	0	0	0	0	0	0	0	0	0	0	1667	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	25	0	0	0	0
ASV_0263	161	0	14	28	229	263	254	0	0	0	0	92	9	32	190	0	43	0	156	147	30	142	227	58	0	0	0	0	316	0	225	0	0	0	0	488	77	114	71	39	0	25	62
ASV_0264	161	0	3	0	0	0	81	0	5	62	0	54	0	0	0	0	0	5	0	0	26	222	65	0	0	0	0	0	0	0	105	0	0	0	0	0	0	2301	111	220	0	0	52
ASV_0265	81	0	937	1022	89	68	123	0	0	0	0	17	0	0	0	4	0	0	0	0	52	0	101	0	43	5	0	0	0	0	14	0	0	0	0	0	8	393	39	98	217	79	75
ASV_0266	99	0	0	0	0	0	140	0	0	0	169	72	0	0	69	0	5	0	715	428	28	44	308	0	909	132	49	40	0	0	64	0	0	0	0	0	0	0	116	77	0	0	0
